session_duration_min,break_frequency,focus_score,time_of_day,time_since_last_break,profile_ground_truth,cluster,fatigue_risk
104.9,1,35.8,1,63.5,fatigued,0,High Risk
149.9,1,31.4,22,67.0,fatigued,2,Medium Risk
89.2,1,56.9,20,83.8,fatigued,2,Medium Risk
58.9,2,87.4,18,14.9,optimal,1,Low Risk
95.4,4,68.3,13,19.1,optimal,1,Low Risk
134.7,1,28.3,0,71.7,fatigued,0,High Risk
41.8,2,43.8,21,0.4,distracted,1,Low Risk
199.0,1,45.3,0,60.6,fatigued,0,High Risk
79.2,3,77.6,12,17.6,optimal,1,Low Risk
103.5,0,56.2,22,71.4,fatigued,2,Medium Risk
27.4,2,64.7,20,8.3,distracted,1,Low Risk
154.2,0,39.4,1,73.1,fatigued,0,High Risk
142.0,0,41.2,3,73.2,fatigued,0,High Risk
81.4,1,33.1,3,109.5,fatigued,0,High Risk
39.2,1,67.4,16,4.4,distracted,1,Low Risk
52.2,1,86.4,10,2.0,optimal,1,Low Risk
45.0,2,36.2,23,88.5,fatigued,2,Medium Risk
60.7,1,87.7,10,35.1,optimal,1,Low Risk
61.0,2,78.3,12,18.0,optimal,1,Low Risk
42.7,3,84.5,8,3.1,optimal,1,Low Risk
58.8,0,85.6,16,2.4,optimal,1,Low Risk
149.1,0,28.9,2,100.2,fatigued,0,High Risk
173.1,0,39.4,20,61.3,fatigued,2,Medium Risk
35.3,3,56.7,16,3.9,distracted,1,Low Risk
56.8,2,90.2,14,4.5,optimal,1,Low Risk
55.1,3,82.7,16,25.9,optimal,1,Low Risk
147.2,3,38.2,22,118.7,fatigued,2,Medium Risk
51.0,3,81.1,14,10.9,optimal,1,Low Risk
161.9,0,60.8,1,84.2,fatigued,0,High Risk
91.0,2,45.1,1,60.7,fatigued,0,High Risk
168.9,0,30.0,1,81.3,fatigued,0,High Risk
41.2,0,27.5,1,116.3,fatigued,0,High Risk
98.1,0,30.0,23,72.6,fatigued,2,Medium Risk
29.5,2,49.6,11,0.4,distracted,1,Low Risk
42.3,1,56.3,17,6.1,distracted,1,Low Risk
108.1,0,30.7,0,63.7,fatigued,0,High Risk
68.5,3,84.1,13,3.7,optimal,1,Low Risk
49.9,2,74.1,10,25.0,optimal,1,Low Risk
155.8,0,40.5,0,89.7,fatigued,0,High Risk
34.4,2,77.3,10,32.3,optimal,1,Low Risk
72.6,1,82.6,19,31.6,optimal,1,Low Risk
90.2,2,81.4,12,17.1,optimal,1,Low Risk
63.0,2,78.5,11,23.2,optimal,1,Low Risk
78.5,1,90.3,11,26.0,optimal,1,Low Risk
36.0,2,70.0,13,8.1,distracted,1,Low Risk
21.7,3,57.2,18,8.8,distracted,1,Low Risk
66.8,4,85.0,17,36.5,optimal,1,Low Risk
90.2,3,85.2,19,8.4,optimal,1,Low Risk
31.1,4,53.0,16,1.5,distracted,1,Low Risk
54.0,2,94.6,9,38.6,optimal,1,Low Risk
19.5,2,56.3,20,6.5,distracted,1,Low Risk
25.0,1,64.8,12,5.2,distracted,1,Low Risk
68.0,2,87.0,10,38.3,optimal,1,Low Risk
52.5,1,80.9,13,4.4,optimal,1,Low Risk
18.9,2,67.2,16,8.6,distracted,1,Low Risk
34.4,2,56.1,16,8.5,distracted,1,Low Risk
115.4,0,32.1,1,78.7,fatigued,0,High Risk
28.7,3,69.5,17,2.4,distracted,1,Low Risk
23.0,3,61.7,17,6.8,distracted,1,Low Risk
59.0,2,87.7,15,34.4,optimal,1,Low Risk
149.4,2,21.6,22,96.3,fatigued,2,Medium Risk
131.4,1,32.3,23,116.0,fatigued,2,Medium Risk
10.0,2,55.8,11,4.1,distracted,1,Low Risk
40.7,4,69.6,17,7.0,distracted,1,Low Risk
65.1,2,86.7,11,21.8,optimal,1,Low Risk
15.6,1,58.6,18,1.7,distracted,1,Low Risk
41.1,1,80.1,15,15.9,optimal,1,Low Risk
152.3,0,54.0,1,84.9,fatigued,0,High Risk
54.3,2,90.3,8,5.5,optimal,1,Low Risk
78.3,3,89.0,8,39.8,optimal,1,Low Risk
58.2,0,83.0,16,22.2,optimal,1,Low Risk
144.8,0,41.5,0,67.2,fatigued,0,High Risk
27.1,2,58.2,13,2.4,distracted,1,Low Risk
73.0,3,91.3,17,4.4,optimal,1,Low Risk
53.3,4,82.0,17,35.1,optimal,1,Low Risk
29.1,3,59.9,11,4.6,distracted,1,Low Risk
33.0,2,68.2,10,8.9,distracted,1,Low Risk
53.8,2,88.3,17,13.8,optimal,1,Low Risk
51.7,1,81.1,15,21.5,optimal,1,Low Risk
49.8,1,89.6,19,16.7,optimal,1,Low Risk
27.0,1,59.1,11,8.4,distracted,1,Low Risk
76.9,1,80.5,15,4.9,optimal,1,Low Risk
64.8,2,91.5,12,6.9,optimal,1,Low Risk
100.9,1,40.1,22,111.2,fatigued,2,Medium Risk
26.7,2,51.1,11,3.8,distracted,1,Low Risk
41.7,1,83.8,10,28.0,optimal,1,Low Risk
16.4,1,77.6,10,1.6,distracted,1,Low Risk
113.4,0,49.0,0,71.2,fatigued,0,High Risk
40.6,3,53.5,11,7.6,distracted,1,Low Risk
59.3,2,92.2,17,30.7,optimal,1,Low Risk
161.5,2,42.1,21,97.5,fatigued,2,Medium Risk
28.0,2,50.3,13,6.4,distracted,1,Low Risk
108.1,0,51.8,20,85.6,fatigued,2,Medium Risk
37.8,4,50.1,21,6.0,distracted,1,Low Risk
44.0,2,45.7,11,4.7,distracted,1,Low Risk
21.3,1,83.2,16,27.4,optimal,1,Low Risk
115.5,0,26.2,0,92.7,fatigued,0,High Risk
36.9,1,79.7,16,0.2,optimal,1,Low Risk
59.3,2,93.3,14,11.3,optimal,1,Low Risk
65.5,3,79.5,11,36.7,optimal,1,Low Risk
15.2,3,58.6,13,5.8,distracted,1,Low Risk
115.7,0,47.4,22,87.9,fatigued,2,Medium Risk
21.7,1,51.1,21,6.2,distracted,1,Low Risk
11.9,3,52.0,21,8.1,distracted,1,Low Risk
10.9,4,54.4,14,6.0,distracted,1,Low Risk
51.5,2,84.4,13,15.8,optimal,1,Low Risk
102.9,2,36.8,23,97.2,fatigued,2,Medium Risk
85.8,1,50.1,21,72.2,fatigued,2,Medium Risk
94.7,0,14.1,23,117.7,fatigued,2,Medium Risk
166.0,2,47.5,23,67.4,fatigued,2,Medium Risk
18.1,1,61.7,20,9.4,distracted,1,Low Risk
143.5,1,52.5,1,94.4,fatigued,0,High Risk
40.0,2,82.3,12,15.7,optimal,1,Low Risk
107.6,1,37.7,22,111.1,fatigued,2,Medium Risk
99.7,1,34.6,0,102.4,fatigued,0,High Risk
85.0,1,46.8,20,91.1,fatigued,2,Medium Risk
35.0,3,62.4,16,9.5,distracted,1,Low Risk
30.5,3,53.9,11,0.5,distracted,1,Low Risk
65.4,5,91.3,11,7.0,optimal,1,Low Risk
35.7,3,60.8,11,7.3,distracted,1,Low Risk
123.7,1,29.5,2,61.5,fatigued,0,High Risk
36.2,0,87.8,19,20.8,optimal,1,Low Risk
51.8,1,80.9,13,30.0,optimal,1,Low Risk
27.5,3,39.2,18,3.3,distracted,1,Low Risk
26.8,3,57.3,11,0.6,distracted,1,Low Risk
42.2,2,84.5,13,24.6,optimal,1,Low Risk
72.1,0,46.3,22,75.3,fatigued,2,Medium Risk
31.6,2,59.2,18,1.2,distracted,1,Low Risk
24.2,2,44.2,11,6.2,distracted,1,Low Risk
42.9,1,57.1,17,6.2,distracted,1,Low Risk
132.4,1,67.5,0,102.1,fatigued,0,High Risk
49.1,4,81.3,10,8.1,optimal,1,Low Risk
52.0,1,84.0,9,36.5,optimal,1,Low Risk
71.5,1,30.5,0,73.2,fatigued,0,High Risk
30.4,3,64.0,11,3.8,distracted,1,Low Risk
127.1,0,37.3,21,111.1,fatigued,2,Medium Risk
29.1,2,64.1,14,1.9,distracted,1,Low Risk
20.8,1,50.3,19,4.8,distracted,1,Low Risk
85.2,2,86.9,13,19.0,optimal,1,Low Risk
53.3,2,83.1,12,18.7,optimal,1,Low Risk
55.4,1,92.4,12,12.7,optimal,1,Low Risk
37.3,0,89.3,8,3.5,optimal,1,Low Risk
61.2,2,85.8,9,30.1,optimal,1,Low Risk
19.0,4,47.5,19,4.3,distracted,1,Low Risk
136.9,0,23.8,1,77.0,fatigued,0,High Risk
78.2,2,87.3,10,25.6,optimal,1,Low Risk
139.9,0,48.7,1,83.6,fatigued,0,High Risk
168.9,0,32.4,21,115.5,fatigued,2,Medium Risk
45.4,1,86.7,18,2.3,optimal,1,Low Risk
170.5,2,46.4,1,64.6,fatigued,0,High Risk
35.6,1,92.2,15,12.4,optimal,1,Low Risk
116.8,2,43.8,21,94.9,fatigued,2,Medium Risk
129.3,0,34.9,23,105.4,fatigued,2,Medium Risk
91.5,0,37.5,0,85.0,fatigued,0,High Risk
33.2,2,60.8,21,3.1,distracted,1,Low Risk
157.3,1,37.0,22,78.3,fatigued,2,Medium Risk
56.3,2,92.5,14,0.4,optimal,1,Low Risk
77.1,2,78.4,14,39.5,optimal,1,Low Risk
29.4,4,56.6,21,7.1,distracted,1,Low Risk
158.4,1,35.2,20,61.3,fatigued,2,Medium Risk
130.8,0,59.3,2,77.4,fatigued,0,High Risk
127.6,0,22.9,1,86.0,fatigued,0,High Risk
99.6,5,77.2,15,37.2,optimal,1,Low Risk
74.6,3,76.8,12,5.7,optimal,1,Low Risk
69.1,2,81.9,16,17.9,optimal,1,Low Risk
24.4,2,57.4,13,3.2,distracted,1,Low Risk
24.6,2,64.3,10,9.1,distracted,1,Low Risk
60.7,2,94.6,8,1.0,optimal,1,Low Risk
33.5,3,56.7,15,5.4,distracted,1,Low Risk
84.7,0,39.2,1,67.8,fatigued,0,High Risk
57.8,1,83.7,10,24.5,optimal,1,Low Risk
50.8,2,84.7,8,35.8,optimal,1,Low Risk
114.7,0,51.0,23,74.3,fatigued,2,Medium Risk
34.2,1,85.3,18,7.4,optimal,1,Low Risk
16.6,3,55.4,20,1.4,distracted,1,Low Risk
127.0,2,30.2,1,99.6,fatigued,0,High Risk
55.6,3,88.1,15,38.7,optimal,1,Low Risk
22.5,1,67.2,13,8.4,distracted,1,Low Risk
55.1,1,81.2,11,9.2,optimal,1,Low Risk
55.9,2,74.9,14,12.6,optimal,1,Low Risk
58.5,1,74.4,19,39.3,optimal,1,Low Risk
77.4,4,83.8,19,15.2,optimal,1,Low Risk
119.9,2,31.0,1,110.6,fatigued,0,High Risk
106.7,0,39.7,21,67.1,fatigued,2,Medium Risk
48.5,2,83.2,17,11.6,optimal,1,Low Risk
53.6,0,79.3,17,0.3,optimal,1,Low Risk
30.3,2,70.2,13,2.4,distracted,1,Low Risk
42.9,0,86.1,19,17.3,optimal,1,Low Risk
54.4,1,87.5,8,2.4,optimal,1,Low Risk
29.8,2,58.3,13,1.8,distracted,1,Low Risk
76.2,3,86.5,19,29.1,optimal,1,Low Risk
152.5,2,26.9,3,87.5,fatigued,0,High Risk
61.1,2,41.5,0,94.2,fatigued,0,High Risk
100.4,1,44.1,22,87.0,fatigued,2,Medium Risk
57.1,1,85.8,16,22.2,optimal,1,Low Risk
41.5,1,88.2,14,4.2,optimal,1,Low Risk
35.8,3,51.8,17,5.8,distracted,1,Low Risk
171.6,0,21.0,2,109.4,fatigued,0,High Risk
59.9,2,84.0,13,5.8,optimal,1,Low Risk
10.0,5,49.5,20,9.1,distracted,1,Low Risk
28.2,1,70.7,20,2.2,distracted,1,Low Risk
155.1,0,33.8,0,110.1,fatigued,0,High Risk
33.4,3,46.4,12,4.4,distracted,1,Low Risk
134.1,2,50.8,22,61.5,fatigued,2,Medium Risk
39.4,4,73.2,12,5.4,distracted,1,Low Risk
71.4,3,90.4,11,1.6,optimal,1,Low Risk
25.4,2,59.4,11,4.6,distracted,1,Low Risk
36.7,2,65.7,15,9.1,distracted,1,Low Risk
141.8,0,38.5,0,67.5,fatigued,0,High Risk
123.1,0,51.0,23,102.9,fatigued,2,Medium Risk
29.8,5,60.4,15,8.4,distracted,1,Low Risk
33.1,1,57.9,15,1.0,distracted,1,Low Risk
77.7,2,85.5,17,30.1,optimal,1,Low Risk
27.6,3,71.5,14,0.6,distracted,1,Low Risk
64.4,2,82.0,12,13.1,optimal,1,Low Risk
36.7,2,88.5,17,17.6,optimal,1,Low Risk
25.0,3,63.2,19,3.5,distracted,1,Low Risk
65.7,1,85.1,12,24.8,optimal,1,Low Risk
47.7,2,76.8,17,24.7,optimal,1,Low Risk
38.5,3,66.5,21,6.7,distracted,1,Low Risk
59.9,2,83.3,12,1.3,optimal,1,Low Risk
135.6,0,35.0,22,73.1,fatigued,2,Medium Risk
124.0,1,32.4,22,74.0,fatigued,2,Medium Risk
72.9,4,74.2,17,12.4,optimal,1,Low Risk
18.1,1,49.6,19,0.6,distracted,1,Low Risk
13.3,2,62.9,10,9.0,distracted,1,Low Risk
22.6,3,59.3,21,5.2,distracted,1,Low Risk
145.0,0,35.8,3,85.4,fatigued,0,High Risk
65.2,1,87.7,12,21.8,optimal,1,Low Risk
50.6,1,81.4,16,14.6,optimal,1,Low Risk
49.7,1,78.8,19,22.8,optimal,1,Low Risk
40.9,4,55.3,20,6.9,distracted,1,Low Risk
26.5,2,52.7,20,9.1,distracted,1,Low Risk
44.4,3,80.6,14,3.1,optimal,1,Low Risk
124.9,1,26.6,23,64.0,fatigued,2,Medium Risk
63.5,3,92.2,16,10.3,optimal,1,Low Risk
38.6,1,88.3,10,16.2,optimal,1,Low Risk
112.7,1,57.3,21,60.4,fatigued,2,Medium Risk
47.5,1,84.2,12,5.4,optimal,1,Low Risk
24.0,2,53.4,21,7.8,distracted,1,Low Risk
47.8,0,75.9,11,16.6,optimal,1,Low Risk
54.9,2,89.4,16,26.3,optimal,1,Low Risk
70.4,2,75.3,17,28.3,optimal,1,Low Risk
25.4,1,62.2,14,5.0,distracted,1,Low Risk
44.7,1,83.3,15,17.3,optimal,1,Low Risk
39.3,3,63.4,10,7.1,distracted,1,Low Risk
56.9,1,85.4,19,34.9,optimal,1,Low Risk
70.3,1,88.1,19,24.9,optimal,1,Low Risk
93.9,1,41.4,3,95.2,fatigued,0,High Risk
112.8,1,28.4,2,104.8,fatigued,0,High Risk
53.7,1,84.5,8,16.6,optimal,1,Low Risk
65.8,3,83.6,14,2.1,optimal,1,Low Risk
31.3,3,79.0,10,1.3,distracted,1,Low Risk
71.9,4,86.4,8,18.6,optimal,1,Low Risk
57.4,2,88.1,10,25.5,optimal,1,Low Risk
18.3,2,74.8,18,6.2,distracted,1,Low Risk
55.8,1,79.2,9,28.4,optimal,1,Low Risk
94.3,1,53.3,3,111.3,fatigued,0,High Risk
15.7,1,53.6,21,6.5,distracted,1,Low Risk
74.0,3,80.6,18,0.2,optimal,1,Low Risk
114.3,0,36.5,3,83.4,fatigued,0,High Risk
19.6,3,58.0,12,6.4,distracted,1,Low Risk
69.7,1,90.3,15,0.3,optimal,1,Low Risk
111.2,1,43.1,22,99.0,fatigued,2,Medium Risk
21.1,2,63.3,10,4.0,distracted,1,Low Risk
44.1,2,72.1,13,0.8,distracted,1,Low Risk
76.5,3,82.3,9,8.0,optimal,1,Low Risk
25.4,3,40.2,20,1.8,distracted,1,Low Risk
40.8,2,44.7,12,9.6,distracted,1,Low Risk
70.8,2,86.9,14,24.0,optimal,1,Low Risk
28.7,3,65.8,13,6.8,distracted,1,Low Risk
117.4,2,51.3,20,109.2,fatigued,2,Medium Risk
61.7,1,86.0,10,20.7,optimal,1,Low Risk
39.5,2,85.0,13,32.7,optimal,1,Low Risk
132.4,0,43.8,21,100.2,fatigued,2,Medium Risk
21.2,1,65.8,19,8.6,distracted,1,Low Risk
54.4,1,86.5,19,14.2,optimal,1,Low Risk
36.6,1,67.1,15,3.2,distracted,1,Low Risk
69.3,2,84.5,14,17.1,optimal,1,Low Risk
75.4,3,84.4,8,3.2,optimal,1,Low Risk
39.3,2,74.1,10,31.9,optimal,1,Low Risk
51.5,3,76.5,8,33.3,optimal,1,Low Risk
90.6,0,44.2,22,96.3,fatigued,2,Medium Risk
131.5,1,31.2,3,117.0,fatigued,0,High Risk
104.4,1,20.5,3,64.9,fatigued,0,High Risk
42.0,2,76.0,8,7.4,optimal,1,Low Risk
29.8,3,54.2,15,4.2,distracted,1,Low Risk
37.6,1,49.3,15,9.2,distracted,1,Low Risk
53.8,2,65.6,19,4.3,distracted,1,Low Risk
45.3,0,92.9,15,9.4,optimal,1,Low Risk
68.4,2,89.3,10,39.6,optimal,1,Low Risk
54.3,2,90.5,12,4.4,optimal,1,Low Risk
26.2,4,66.9,12,1.5,distracted,1,Low Risk
80.3,2,89.9,9,7.8,optimal,1,Low Risk
74.6,0,43.4,22,108.1,fatigued,2,Medium Risk
95.6,0,36.5,0,67.1,fatigued,0,High Risk
63.3,3,80.1,10,2.0,optimal,1,Low Risk
73.1,3,89.1,10,26.6,optimal,1,Low Risk
59.8,2,86.6,19,19.6,optimal,1,Low Risk
104.0,1,41.8,22,69.6,fatigued,2,Medium Risk
74.8,3,94.0,14,4.4,optimal,1,Low Risk
49.3,1,90.0,18,5.8,optimal,1,Low Risk
43.7,3,63.9,15,1.4,distracted,1,Low Risk
30.5,3,49.9,19,0.9,distracted,1,Low Risk
34.7,0,85.0,15,9.7,optimal,1,Low Risk
27.0,2,49.7,17,3.7,distracted,1,Low Risk
26.3,2,66.0,16,1.1,distracted,1,Low Risk
104.5,2,40.0,2,89.6,fatigued,0,High Risk
57.3,1,75.8,14,35.8,optimal,1,Low Risk
31.0,2,48.0,19,5.0,distracted,1,Low Risk
55.4,3,85.7,18,0.7,optimal,1,Low Risk
184.4,1,59.4,0,100.4,fatigued,0,High Risk
20.1,1,84.6,19,39.3,optimal,1,Low Risk
74.7,1,85.4,9,37.1,optimal,1,Low Risk
98.2,0,47.9,23,96.4,fatigued,2,Medium Risk
43.9,3,49.9,20,0.6,distracted,1,Low Risk
28.5,1,80.3,17,18.1,optimal,1,Low Risk
67.8,2,79.6,12,39.7,optimal,1,Low Risk
151.1,0,54.5,1,107.0,fatigued,0,High Risk
165.9,0,36.7,1,93.9,fatigued,0,High Risk
60.0,3,86.6,8,21.0,optimal,1,Low Risk
92.2,0,21.6,23,71.7,fatigued,2,Medium Risk
69.2,3,90.1,8,3.1,optimal,1,Low Risk
177.7,0,33.4,20,84.5,fatigued,2,Medium Risk
59.3,2,93.9,14,16.9,optimal,1,Low Risk
56.6,1,80.1,13,18.4,optimal,1,Low Risk
95.1,2,44.9,23,109.5,fatigued,2,Medium Risk
46.8,2,60.1,19,7.1,distracted,1,Low Risk
56.4,3,85.6,17,21.6,optimal,1,Low Risk
124.7,1,40.9,23,110.9,fatigued,2,Medium Risk
146.9,1,33.6,2,69.9,fatigued,0,High Risk
134.7,1,56.1,20,71.6,fatigued,2,Medium Risk
149.0,1,56.4,0,118.1,fatigued,0,High Risk
37.2,5,63.1,18,6.5,distracted,1,Low Risk
135.7,0,52.1,3,84.8,fatigued,0,High Risk
